issn_l,cr_year,ta_articles,oa_articles
1863-2297,2021,37,31
1863-2297,2022,29,27
1863-2297,2023,8,7
1863-2394,2019,1,0
1863-2394,2020,2,2
1863-2394,2021,3,2
1863-2394,2022,7,1
1863-2394,2023,2,1
1863-2483,2019,8,4
1863-2483,2020,23,6
1863-2483,2021,25,14
1863-2483,2022,45,25
1863-2483,2023,39,26
1863-2505,2019,1,0
1863-2505,2020,5,4
1863-2505,2021,7,6
1863-2505,2022,11,9
1863-2505,2023,8,8
1863-2653,2019,12,10
1863-2653,2020,45,39
1863-2653,2021,70,63
1863-2653,2022,58,48
1863-2653,2023,61,55
1863-4613,2019,2,1
1863-4613,2020,9,5
1863-4613,2021,5,5
1863-4613,2022,8,6
1863-4613,2023,14,10
1863-5466,2019,1,1
1863-5466,2020,1,1
1863-5466,2021,1,1
1863-5466,2022,2,1
1863-5466,2023,1,1
1863-6683,2019,7,6
1863-6683,2020,21,14
1863-6683,2021,41,38
1863-6683,2022,56,49
1863-6683,2023,65,56
1863-6705,2019,2,0
1863-6705,2020,13,1
1863-6705,2021,7,2
1863-6705,2022,8,2
1863-6705,2023,10,3
1863-8155,2019,1,0
1863-8155,2020,9,6
1863-8155,2021,17,14
1863-8155,2022,14,11
1863-8155,2023,16,15
1863-8171,2019,1,1
1863-8171,2020,8,4
1863-8171,2021,15,15
1863-8171,2022,25,22
1863-8171,2023,17,16
1863-8880,2019,2,2
1863-8880,2020,22,17
1863-8880,2021,34,26
1863-8880,2022,45,34
1863-8880,2023,82,68
1863-9038,2019,10,8
1863-9038,2020,16,11
1863-9038,2021,17,13
1863-9038,2022,10,10
1863-9038,2023,17,13
1863-9690,2019,5,5
1863-9690,2020,32,28
1863-9690,2021,27,25
1863-9690,2022,45,41
1863-9690,2023,36,31
1863-9933,2019,28,16
1863-9933,2020,100,69
1863-9933,2021,124,103
1863-9933,2022,170,144
1863-9933,2023,80,70
1863-9984,2019,9,0
1863-9984,2020,6,0
1863-9984,2021,1,0
1863-9984,2022,6,4
1863-9984,2023,16,9
1864-063X,2019,24,10
1864-063X,2020,49,36
1864-063X,2021,38,28
1864-063X,2022,47,44
1864-063X,2023,47,36
1864-1105,2021,3,1
1864-1105,2022,3,2
1864-1105,2023,4,4
1864-4031,2020,3,3
1864-4031,2021,3,3
1864-4031,2022,7,3
1864-4031,2023,8,6
1864-5631,2019,54,15
1864-5631,2020,131,79
1864-5631,2021,132,94
1864-5631,2022,165,114
1864-5631,2023,213,159
1864-5909,2020,5,2
1864-5909,2021,1,0
1864-5909,2022,4,2
1864-5909,2023,7,6
1864-8258,2019,2,1
1864-8258,2020,4,2
1864-8258,2021,8,1
1864-8258,2022,14,10
1864-8258,2023,3,1
1864-9335,2021,8,5
1864-9335,2022,7,3
1864-9335,2023,7,5
1864-9718,2020,38,1
1864-9718,2021,40,3
1864-9718,2022,18,2
1865-0333,2023,9,1
1865-0473,2019,1,1
1865-0473,2020,5,3
1865-0473,2021,7,4
1865-0473,2022,5,3
1865-0473,2023,14,10
1865-1550,2019,5,2
1865-1550,2020,14,6
1865-1550,2021,18,9
1865-1550,2022,23,16
1865-1550,2023,12,7
1865-1674,2019,6,3
1865-1674,2020,51,36
1865-1674,2021,56,44
1865-1674,2022,101,83
1865-1674,2023,54,54
1865-1984,2019,1,0
1865-1984,2020,2,2
1865-1984,2021,12,10
1865-1984,2022,6,4
1865-1984,2023,10,8
1865-2646,2019,3,2
1865-2646,2020,26,24
1865-2646,2021,26,21
1865-2646,2022,34,31
1865-2646,2023,34,31
1865-3553,2020,23,22
1865-3553,2021,30,25
1865-3553,2022,36,36
1865-3553,2023,22,22
1865-5025,2020,2,1
1865-5025,2021,2,2
1865-5025,2022,2,1
1865-5025,2023,3,1
1865-5041,2019,45,33
1865-5041,2020,70,48
1865-5041,2021,65,49
1865-5041,2022,39,21
1865-5041,2023,47,33
1865-5459,2020,4,0
1865-5459,2021,1,0
1865-5467,2020,14,0
1865-5467,2021,10,0
1865-5467,2022,3,0
1865-5467,2023,1,0
1865-5785,2020,4,3
1865-5785,2021,3,2
1865-5785,2022,3,1
1865-5785,2023,3,0
1865-7265,2019,1,1
1865-7265,2020,7,4
1865-7265,2021,4,3
1865-7265,2022,7,2
1865-7265,2023,15,6
1865-9217,2020,5,0
1865-9217,2021,7,4
1865-9217,2022,16,13
1865-9217,2023,35,14
1865-9284,2020,1,1
1865-9284,2021,1,1
1865-9284,2022,3,3
1865-9284,2023,3,1
1865-9659,2020,22,2
1865-9659,2021,48,3
1865-9659,2022,8,1
1866-2188,2019,1,0
1866-2188,2020,27,21
1866-2188,2021,31,20
1866-2188,2022,27,24
1866-2188,2023,17,15
1866-2250,2020,9,5
1866-2250,2021,19,14
1866-2250,2022,13,6
1866-2250,2023,13,5
1866-2625,2019,1,1
1866-2625,2020,5,4
1866-2625,2021,12,11
1866-2625,2022,17,14
1866-2625,2023,16,9
1866-5888,2021,6,3
1866-5888,2022,6,4
1866-5888,2023,4,4
1866-6280,2019,21,13
1866-6280,2020,34,23
1866-6280,2021,50,44
1866-6280,2022,42,33
1866-6280,2023,66,55
1866-6892,2019,8,7
1866-6892,2020,17,13
1866-6892,2021,18,13
1866-6892,2022,15,12
1866-6892,2023,9,9
1866-7473,2020,3,1
1866-7473,2021,9,2
1866-7473,2022,9,5
1866-7473,2023,3,0
1866-7511,2019,9,6
1866-7511,2020,6,4
1866-7511,2021,24,11
1866-7511,2022,25,17
1866-7511,2023,15,7
1866-7910,2019,1,0
1866-7910,2020,8,7
1866-7910,2021,1,0
1866-7910,2022,3,1
1866-7910,2023,7,6
1866-928X,2019,2,1
1866-928X,2020,6,4
1866-928X,2021,8,7
1866-928X,2022,16,10
1866-928X,2023,14,12
1866-9557,2019,26,21
1866-9557,2020,90,48
1866-9557,2021,97,74
1866-9557,2022,103,73
1866-9557,2023,122,102
1866-9956,2019,6,2
1866-9956,2020,9,5
1866-9956,2021,19,14
1866-9956,2022,24,14
1866-9956,2023,18,16
1867-0180,2020,27,26
1867-0180,2021,29,26
1867-0180,2022,34,32
1867-0180,2023,39,37
1867-0202,2019,3,2
1867-0202,2020,43,36
1867-0202,2021,40,35
1867-0202,2022,39,35
1867-0202,2023,45,42
1867-030X,2020,1,0
1867-030X,2021,1,0
1867-030X,2022,4,4
1867-030X,2023,5,4
1867-0334,2019,2,2
1867-0334,2020,2,2
1867-0334,2021,3,3
1867-0334,2022,6,6
1867-0334,2023,6,6
1867-0520,2019,9,2
1867-0520,2020,9,4
1867-0520,2021,12,11
1867-0520,2022,9,7
1867-0520,2023,14,12
1867-0687,2019,1,0
1867-0687,2020,3,1
1867-0687,2021,6,4
1867-0687,2022,15,6
1867-0687,2023,18,14
1867-1071,2020,3,1
1867-1071,2021,8,4
1867-1071,2022,5,2
1867-1071,2023,14,9
1867-1306,2019,4,4
1867-1306,2020,4,3
1867-1306,2021,6,4
1867-1306,2022,9,7
1867-1306,2023,10,10
1867-1462,2019,1,1
1867-1462,2022,2,2
1867-1594,2019,4,3
1867-1594,2020,16,13
1867-1594,2021,20,18
1867-1594,2022,17,17
1867-1594,2023,14,12
1867-1616,2019,4,3
1867-1616,2020,9,5
1867-1616,2021,19,13
1867-1616,2022,20,15
1867-1616,2023,31,26
1867-1748,2019,1,1
1867-1748,2021,6,2
1867-1748,2022,4,3
1867-1764,2021,2,1
1867-1764,2022,3,3
1867-1764,2023,7,5
1867-2132,2021,1,0
1867-2450,2019,7,3
1867-2450,2020,23,13
1867-2450,2021,27,19
1867-2450,2022,24,11
1867-2450,2023,23,17
1867-2477,2019,7,6
1867-2477,2020,16,10
1867-2477,2021,23,13
1867-2477,2022,29,19
1867-2477,2023,35,26
1867-2493,2023,1,1
1867-2957,2019,2,2
1867-2957,2020,7,4
1867-2957,2021,5,5
1867-2957,2022,10,9
1867-2957,2023,10,9
1867-299X,2019,1,0
1867-299X,2020,13,8
1867-299X,2021,20,12
1867-299X,2022,18,15
1867-299X,2023,40,29
1867-3236,2021,7,6
1867-3236,2022,1,1
1867-3236,2023,6,6
1867-3880,2019,74,35
1867-3880,2020,140,94
1867-3880,2021,118,90
1867-3880,2022,229,184
1867-3880,2023,259,199
1867-4305,2020,4,1
1867-4305,2021,7,1
1867-4305,2022,6,0
1867-481X,2021,1,0
1867-5905,2020,25,20
1867-5905,2021,29,23
1867-5905,2022,18,15
1867-5905,2023,18,16
1867-8319,2020,2,2
1867-8319,2021,3,3
1867-8319,2022,7,6
1867-8319,2023,5,5
1867-9501,2019,2,2
1867-9501,2021,2,1
1867-9501,2023,1,1
1868-0860,2023,1,1
1868-1743,2019,3,2
1868-1743,2020,10,7
1868-1743,2021,2,2
1868-1743,2022,8,4
1868-1743,2023,15,11
1868-1883,2020,1,0
1868-1883,2022,1,0
1868-1883,2023,1,0
1868-2502,2020,27,21
1868-2502,2021,27,22
1868-2502,2022,36,30
1868-2502,2023,27,25
1868-2529,2019,8,5
1868-2529,2020,14,9
1868-2529,2021,7,6
1868-2529,2022,5,1
1868-2529,2023,7,3
1868-260X,2019,1,0
1868-260X,2020,7,1
1868-260X,2021,5,2
1868-260X,2022,9,3
1868-260X,2023,7,2
1868-310X,2019,8,5
1868-310X,2020,14,11
1868-310X,2021,12,8
1868-310X,2022,9,5
1868-310X,2023,17,14
1868-3967,2020,9,6
1868-3967,2021,8,7
1868-3967,2022,10,5
1868-3967,2023,29,22
1868-4297,2019,1,0
1868-4297,2020,4,2
1868-4297,2021,2,2
1868-4297,2022,1,0
1868-4297,2023,4,3
1868-4483,2019,8,7
1868-4483,2020,16,15
1868-4483,2021,21,16
1868-4483,2022,22,15
1868-4483,2023,19,17
1868-4599,2021,1,1
1868-4599,2022,1,0
1868-4599,2023,1,1
1868-5137,2019,6,5
1868-5137,2020,29,13
1868-5137,2021,33,26
1868-5137,2022,34,22
1868-5137,2023,33,23
1868-5153,2019,1,1
1868-5153,2020,2,2
1868-5153,2022,3,3
1868-5153,2023,4,3
1868-6303,2020,3,3
1868-6303,2021,9,6
1868-6303,2022,2,2
1868-6303,2023,8,8
1868-632X,2021,2,1
1868-632X,2022,2,2
1868-632X,2023,2,0
1868-6478,2019,1,1
1868-6478,2020,2,0
1868-6478,2021,4,4
1868-6478,2022,2,2
1868-6478,2023,5,3
1868-6974,2019,1,1
1868-6974,2020,4,1
1868-6974,2021,6,5
1868-6974,2022,10,6
1868-6974,2023,24,6
1868-7431,2022,4,1
1868-7431,2023,4,3
1868-7865,2020,9,6
1868-7865,2021,17,13
1868-7865,2022,46,32
1868-7865,2023,84,68
1868-8071,2019,2,0
1868-8071,2020,3,1
1868-8071,2021,8,1
1868-8071,2022,13,7
1868-8071,2023,4,3
1868-8497,2019,1,1
1868-8497,2020,1,1
1868-8527,2019,25,18
1868-8527,2020,47,38
1868-8527,2021,38,27
1868-8527,2022,81,59
1868-8527,2023,87,77
1868-9612,2020,6,5
1868-9612,2021,6,2
1868-9612,2022,7,5
1868-9612,2023,8,5
1869-1005,2020,12,0
1869-1439,2019,3,2
1869-1439,2020,53,36
1869-1439,2021,68,56
1869-1439,2022,57,54
1869-1439,2023,61,46
1869-1862,2020,2,1
1869-1862,2021,5,0
1869-1862,2022,1,0
1869-1862,2023,8,0
1869-1870,2019,5,0
1869-1870,2020,5,1
1869-1870,2021,7,3
1869-1870,2022,3,1
1869-1870,2023,6,0
1869-1897,2019,1,1
1869-1897,2020,1,0
1869-1897,2021,2,2
1869-1897,2023,1,0
1869-1900,2019,1,0
1869-1900,2021,1,0
1869-1900,2022,1,0
1869-1900,2023,3,1
1869-1919,2019,2,1
1869-1919,2020,4,1
1869-1919,2021,2,1
1869-1919,2022,1,0
1869-1919,2023,1,0
1869-1927,2020,5,0
1869-1927,2021,3,0
1869-1927,2022,10,1
1869-1927,2023,6,0
1869-2672,2019,2,2
1869-2672,2020,14,10
1869-2672,2021,8,5
1869-2672,2022,9,8
1869-2672,2023,12,11
1869-2729,2021,5,1
1869-2729,2023,6,3
1869-3296,2022,2,2
1869-3296,2023,1,1
1869-3474,2019,1,1
1869-3474,2020,4,1
1869-3474,2021,2,0
1869-3474,2022,3,3
1869-3474,2023,3,2
1869-408X,2019,4,4
1869-408X,2020,9,6
1869-408X,2021,19,15
1869-408X,2022,9,7
1869-408X,2023,17,14
1869-5450,2020,5,4
1869-5450,2021,16,14
1869-5450,2022,40,32
1869-5450,2023,30,23
1869-5582,2019,6,4
1869-5582,2020,29,24
1869-5582,2021,56,53
1869-5582,2022,56,56
1869-5582,2023,55,55
1869-5604,2021,1,0
1869-5604,2023,4,3
1869-5744,2020,2,0
1869-5744,2021,2,0
1869-7038,2019,1,1
1869-7038,2022,2,1
1869-7038,2023,2,2
1869-8182,2019,1,1
1869-8182,2020,2,2
1869-8182,2021,12,9
1869-8182,2022,6,5
1869-8182,2023,6,5
1871-0131,2019,3,3
1871-0131,2020,4,1
1871-0131,2021,1,1
1871-0131,2022,5,3
1871-0131,2023,5,3
1871-1014,2019,2,0
1871-1014,2020,2,0
1871-1014,2021,6,3
1871-1014,2022,26,18
1871-1014,2023,13,9
1871-1340,2023,1,1
1871-1413,2019,9,0
1871-1413,2020,34,9
1871-1413,2021,46,24
1871-1413,2022,46,27
1871-1413,2023,43,30
1871-1502,2019,4,4
1871-1502,2020,2,2
1871-1502,2021,9,9
1871-1502,2022,9,8
1871-1502,2023,14,13
1871-174X,2020,1,0
1871-174X,2021,2,1
1871-174X,2022,1,0
1871-174X,2023,7,3
1871-1871,2019,4,1
1871-1871,2020,18,10
1871-1871,2021,16,10
1871-1871,2022,22,17
1871-1871,2023,41,33
1871-1901,2021,4,2
1871-1901,2022,12,4
1871-1901,2023,14,7
1871-241X,2020,11,6
1871-241X,2021,10,5
1871-241X,2022,11,6
1871-241X,2023,1,0
1871-2576,2019,15,13
1871-2576,2020,12,8
1871-2576,2021,20,14
1871-2576,2022,24,18
1871-2576,2023,35,27
1871-4021,2019,1,0
1871-4021,2020,1,0
1871-4021,2021,4,0
1871-4021,2022,13,4
1871-4021,2023,15,9
1871-403X,2020,1,0
1871-403X,2021,5,1
1871-403X,2022,9,7
1871-403X,2023,27,14
1871-4080,2020,6,4
1871-4080,2021,11,8
1871-4080,2022,7,6
1871-4080,2023,14,11
1871-4757,2019,3,3
1871-4757,2020,16,13
1871-4757,2021,19,18
1871-4757,2022,10,10
1871-4757,2023,8,8
1871-5192,2020,16,4
1871-5192,2021,25,12
1871-5192,2022,34,20
1871-5192,2023,124,60
1871-5532,2022,2,1
1871-5532,2023,4,3
1871-5621,2019,2,1
1871-5621,2020,11,11
1871-5621,2021,8,7
1871-5621,2022,4,4
1871-5621,2023,7,7
1871-7993,2022,1,0
1871-7993,2023,1,0
1871-9732,2020,3,2
1871-9732,2021,5,5
1871-9732,2022,2,2
1871-9732,2023,5,2
1871-9791,2019,12,8
1871-9791,2020,10,7
1871-9791,2021,29,23
1871-9791,2022,13,10
1871-9791,2023,24,18
1872-0218,2019,3,2
1872-0218,2020,3,1
1872-0218,2021,5,5
1872-0218,2022,10,9
1872-0218,2023,9,9
1872-2032,2021,1,0
1872-261X,2021,6,6
1872-261X,2022,1,0
1872-261X,2023,6,4
1872-471X,2022,1,1
1872-471X,2023,3,0
1872-4973,2019,2,1
1872-4973,2020,14,2
1872-4973,2021,24,15
1872-4973,2022,35,27
1872-4973,2023,43,23
1872-4981,2020,1,0
1872-5082,2021,3,1
1872-5082,2022,7,1
1872-5082,2023,2,0
1872-5120,2019,1,1
1872-5120,2020,3,2
1872-5120,2021,2,1
1872-5120,2023,4,4
1872-5457,2022,3,3
1872-5457,2023,3,3
1872-7859,2019,2,2
1872-7859,2020,20,17
1872-7859,2021,19,17
1872-7859,2022,16,15
1872-7859,2023,25,25
1872-8847,2019,10,6
1872-8847,2020,2,1
1872-8847,2021,13,11
1872-8847,2022,6,4
1872-8847,2023,22,12
1873-2011,2020,3,1
1873-2011,2021,1,0
1873-2011,2023,2,2
1873-2763,2019,3,0
1873-2763,2020,24,12
1873-2763,2021,50,25
1873-2763,2022,54,29
1873-2763,2023,67,36
1873-4022,2020,1,0
1873-4022,2022,1,0
1873-4022,2023,4,0
1873-5533,2021,1,0
1873-5533,2022,2,0
1873-5533,2023,2,1
1873-7617,2019,1,1
1873-7617,2020,2,1
1873-7617,2021,3,3
1873-7617,2022,9,6
1873-7617,2023,6,6
1873-9318,2019,9,5
1873-9318,2020,10,7
1873-9318,2021,13,11
1873-9318,2022,25,21
1873-9318,2023,36,26
1873-9601,2019,3,2
1873-9601,2020,2,0
1873-9601,2021,5,4
1873-9601,2022,4,4
1873-9601,2023,13,6
1873-9652,2019,2,0
1873-9652,2020,4,3
1873-9652,2021,1,1
1873-9652,2022,4,2
1873-9652,2023,1,1
1873-9857,2021,2,1
1873-9857,2022,5,3
1873-9857,2023,1,1
1873-9946,2019,3,1
1873-9946,2020,8,6
1873-9946,2021,52,26
1873-9946,2022,47,26
1873-9946,2023,62,42
1874-1657,2021,1,1
1874-1657,2023,1,0
1874-1738,2019,1,1
1874-1738,2020,13,12
1874-1738,2021,10,9
1874-1738,2022,6,5
1874-1738,2023,9,8
1874-270X,2019,5,5
1874-270X,2020,22,20
1874-270X,2021,16,16
1874-270X,2022,22,20
1874-270X,2023,11,8
1874-3900,2019,24,0
1874-3900,2020,3,1
1874-3900,2021,1,0
1874-3900,2022,5,2
1874-3900,2023,4,1
1874-3919,2019,10,1
1874-3919,2020,7,4
1874-3919,2021,25,11
1874-3919,2022,26,18
1874-3919,2023,22,10
1874-4621,2019,8,4
1874-4621,2020,7,6
1874-4621,2021,22,18
1874-4621,2022,21,17
1874-4621,2023,13,12
1874-4907,2019,2,0
1874-4907,2020,1,0
1874-4907,2021,2,1
1874-4907,2022,7,5
1874-4907,2023,4,1
1874-5482,2019,1,0
1874-5482,2020,2,0
1874-5482,2021,2,0
1874-5482,2022,3,1
1874-5482,2023,7,5
1874-5490,2019,4,3
1874-5490,2020,5,4
1874-5490,2021,8,8
1874-5490,2022,16,16
1874-5490,2023,15,14
1874-6284,2020,2,2
1874-6284,2021,1,1
1874-6284,2022,4,3
1874-6284,2023,3,3
1874-6306,2019,3,3
1874-6306,2020,10,6
1874-6306,2021,12,8
1874-6306,2022,9,7
1874-6306,2023,20,16
1874-7094,2021,1,1
1874-7094,2023,2,2
1874-7337,2020,1,1
1874-7337,2021,4,4
1874-7337,2022,4,4
1874-7655,2019,1,1
1874-7655,2020,3,1
1874-7655,2023,2,0
1874-7787,2019,1,1
1874-7787,2021,2,1
1874-7787,2022,5,3
1874-7787,2023,2,1
1874-7876,2019,6,3
1874-7876,2020,27,21
1874-7876,2021,11,6
1874-7876,2022,20,14
1874-7876,2023,12,6
1874-8597,2020,16,8
1874-8597,2021,13,9
1874-8597,2022,13,8
1874-8597,2023,11,6
1874-8767,2022,4,2
1874-8910,2021,2,0
1874-8910,2022,2,1
1874-8910,2023,1,0
1874-8945,2023,2,1
1874-8953,2019,5,4
1874-8953,2020,13,8
1874-8953,2021,14,8
1874-8953,2022,14,11
1874-8953,2023,22,20
1874-897X,2019,7,5
1874-897X,2020,15,13
1874-897X,2021,13,12
1874-897X,2022,32,24
1874-897X,2023,34,27
1874-9399,2019,3,0
1874-9399,2020,6,1
1874-9399,2021,8,6
1874-9399,2022,14,11
1874-9399,2023,9,6
1875-0672,2020,1,0
1875-0672,2021,6,1
1875-0710,2022,2,2
1875-0710,2023,4,4
1875-1342,2019,2,0
1875-1342,2020,7,5
1875-1342,2021,21,16
1875-1342,2022,17,13
1875-1342,2023,17,9
1875-175X,2019,7,3
1875-175X,2022,12,0
1875-2128,2021,1,0
1875-2128,2022,2,1
1875-2128,2023,7,2
1875-2152,2020,1,0
1875-2152,2021,1,1
1875-2152,2022,6,2
1875-2152,2023,2,1
1875-4104,2022,2,1
1875-4104,2023,4,3
1875-4791,2019,12,12
1875-4791,2020,36,25
1875-4791,2021,44,39
1875-4791,2022,48,42
1875-4791,2023,82,75
1875-5100,2019,3,0
1875-5100,2020,11,1
1875-5100,2021,18,6
1875-5100,2022,28,13
1875-9521,2020,2,1
1875-9521,2021,10,5
1875-9521,2022,11,8
1875-9521,2023,17,12
1875-9637,2019,3,0
1875-9637,2020,3,1
1875-9637,2021,4,3
1875-9637,2022,8,6
1875-9637,2023,6,3
1875-9777,2021,11,2
1875-9777,2022,22,8
1875-9777,2023,24,10
1875-984X,2021,2,2
1875-984X,2022,21,10
1875-984X,2023,8,7
1876-0988,2021,1,0
1876-0988,2023,9,5
1876-1070,2020,1,1
1876-1070,2021,4,1
1876-1070,2022,4,1
1876-1070,2023,17,5
1876-1364,2019,1,1
1876-1364,2020,2,0
1876-1399,2021,5,1
1876-1399,2022,7,6
1876-1399,2023,13,5
1876-1933,2021,1,0
1876-1933,2023,3,1
1876-2018,2020,6,3
1876-2018,2021,8,3
1876-2018,2022,9,4
1876-2018,2023,15,4
1876-2859,2020,1,0
1876-2859,2021,13,1
1876-2859,2022,16,10
1876-2859,2023,24,12
1876-2883,2021,1,1
1876-2883,2022,5,3
1876-2883,2023,2,1
1876-3367,2020,1,1
1876-3367,2021,1,1
1876-3367,2022,2,2
1876-3367,2023,2,2
1876-3405,2021,6,6
1876-3405,2022,4,4
1876-3405,2023,1,1
1876-3820,2020,5,2
1876-3820,2021,12,2
1876-3820,2022,9,8
1876-3820,2023,11,6
1876-4045,2019,13,12
1876-4045,2020,6,5
1876-4045,2021,8,6
1876-4045,2022,10,6
1876-4045,2023,10,9
1876-4517,2019,24,14
1876-4517,2020,26,20
1876-4517,2021,32,28
1876-4517,2022,29,27
1876-4517,2023,33,31
1876-4789,2020,3,0
1876-4789,2021,7,4
1876-4789,2022,15,6
1876-4789,2023,21,13
1876-6633,2021,1,1
1876-6633,2022,2,2
1876-6633,2023,2,2
1876-7583,2020,3,1
1876-7583,2021,7,3
1876-7583,2022,16,7
1876-7583,2023,15,8
1876-7591,2020,10,0
1876-7591,2021,18,2
1876-7591,2022,17,5
1876-7591,2023,26,3
1876-7605,2020,13,2
1876-7605,2021,24,3
1876-7605,2022,31,1
1876-7605,2023,61,4
1876-7621,2022,6,0
1876-7621,2023,3,0
1876-763X,2019,1,0
1876-763X,2020,4,1
1876-763X,2021,4,2
1876-763X,2022,9,7
1876-763X,2023,20,11
1876-7931,2019,3,1
1876-7931,2020,39,5
1876-7931,2021,18,9
1876-7931,2022,27,13
1876-7931,2023,18,9
1876-7982,2021,1,1
1876-7982,2022,9,5
1876-7982,2023,34,15
1876-861X,2019,2,0
1876-861X,2020,9,0
1876-861X,2021,13,5
1876-861X,2022,20,8
1876-861X,2023,27,8
1876-8814,2022,2,2
1876-990X,2019,4,2
1876-990X,2020,6,4
1876-990X,2021,2,1
1876-990X,2022,6,3
1876-990X,2023,9,5
1877-0223,2020,1,1
1877-0223,2021,1,0
1877-0223,2022,1,0
1877-0223,2023,3,1
1877-0312,2021,1,0
1877-0312,2022,5,0
1877-0312,2023,2,0
1877-0517,2020,3,0
1877-0517,2021,11,1
1877-0517,2022,6,1
1877-0517,2023,9,0
1877-0533,2019,2,1
1877-0533,2020,10,5
1877-0533,2021,11,8
1877-0533,2022,8,5
1877-0533,2023,11,9
1877-0568,2020,2,0
1877-0568,2021,12,8
1877-0568,2022,11,4
1877-0568,2023,16,3
1877-0657,2020,2,0
1877-0657,2021,8,1
1877-0657,2022,17,9
1877-0657,2023,26,14
1877-1297,2020,7,1
1877-1297,2021,7,1
1877-1297,2022,24,8
1877-1297,2023,9,4
1877-1327,2022,2,0
1877-1327,2023,1,0
1877-2641,2019,25,19
1877-2641,2020,30,22
1877-2641,2021,43,29
1877-2641,2022,51,32
1877-2641,2023,45,37
1877-3095,2020,1,1
1877-3095,2023,1,1
1877-3435,2020,9,2
1877-3435,2021,16,11
1877-3435,2022,13,10
1877-3435,2023,42,32
1877-5454,2021,2,1
1877-5756,2020,21,5
1877-5756,2021,28,16
1877-5756,2022,42,36
1877-5756,2023,60,48
1877-5845,2020,2,2
1877-5845,2021,1,1
1877-5845,2022,14,10
1877-5845,2023,8,6
1877-7031,2022,1,0
1877-7236,2019,5,1
1877-7236,2020,17,9
1877-7236,2021,8,6
1877-7236,2022,10,6
1877-7236,2023,15,7
1877-7252,2019,2,2
1877-7252,2020,12,9
1877-7252,2021,10,8
1877-7252,2022,5,5
1877-7252,2023,7,6
1877-7503,2019,8,1
1877-7503,2020,8,5
1877-7503,2021,31,12
1877-7503,2022,43,20
1877-7503,2023,45,27
1877-7821,2020,11,6
1877-7821,2021,9,6
1877-7821,2022,28,20
1877-7821,2023,46,24
1877-8585,2020,5,2
1877-8585,2021,5,1
1877-8585,2022,6,4
1877-8585,2023,18,6
1877-9166,2020,3,1
1877-9166,2021,4,2
1877-9166,2022,6,5
1877-9166,2023,14,10
1877-9751,2022,2,0
1877-9751,2023,1,0
1878-0016,2020,7,0
1878-0016,2021,19,5
1878-0016,2022,19,9
1878-0016,2023,40,20
1878-0040,2020,8,2
1878-0040,2021,6,2
1878-0040,2022,19,8
1878-0040,2023,12,9
1878-0059,2020,3,1
1878-0059,2021,2,2
1878-0059,2023,7,7
1878-0083,2019,4,1
1878-0083,2020,10,4
1878-0083,2021,9,2
1878-0083,2022,12,9
1878-0083,2023,20,10
1878-0148,2019,1,0
1878-0148,2020,17,11
1878-0148,2021,20,11
1878-0148,2022,50,33
1878-0148,2023,48,35
1878-0164,2019,1,0
1878-0164,2020,1,0
1878-0164,2021,1,1
1878-0164,2022,1,1
1878-0164,2023,12,2
1878-0180,2019,4,1
1878-0180,2020,48,15
1878-0180,2021,65,34
1878-0180,2022,100,71
1878-0180,2023,119,80
1878-0199,2019,2,0
1878-0199,2020,5,3
1878-0199,2021,3,2
1878-0199,2022,8,8
1878-0199,2023,23,14
1878-0210,2019,1,0
1878-0210,2020,4,1
1878-0210,2021,23,13
1878-0210,2022,16,7
1878-0210,2023,20,14
1878-0229,2020,1,1
1878-0229,2022,1,1
1878-0229,2023,10,9
1878-0237,2020,13,9
1878-0237,2021,11,5
1878-0237,2022,28,17
1878-0237,2023,36,26
1878-0938,2020,11,0
1878-0938,2021,18,1
1878-0938,2022,91,18
1878-0938,2023,49,17
1878-1241,2020,3,1
1878-1241,2021,8,3
1878-1241,2022,10,5
1878-1241,2023,10,5
1878-1373,2020,1,1
1878-1373,2021,1,1
1878-1373,2022,5,4
1878-1373,2023,12,4
1878-1810,2019,2,0
1878-1810,2020,6,2
1878-1810,2021,19,11
1878-1810,2022,14,6
1878-1810,2023,13,8
1878-1861,2020,18,4
1878-1861,2021,29,15
1878-1861,2022,42,31
1878-1861,2023,66,44
1878-4429,2019,1,0
1878-4429,2020,2,1
1878-4429,2022,1,1
1878-4429,2023,1,0
1878-450X,2020,7,3
1878-450X,2021,33,12
1878-450X,2022,42,26
1878-450X,2023,76,48
1878-4631,2021,6,6
1878-4631,2023,4,3
1878-5077,2020,5,5
1878-5077,2021,7,7
1878-5077,2022,7,6
1878-5077,2023,5,5
1878-5093,2022,1,0
1878-5158,2019,9,7
1878-5158,2020,22,19
1878-5158,2021,44,37
1878-5158,2022,34,31
1878-5158,2023,31,23
1878-5190,2019,8,8
1878-5190,2020,16,9
1878-5190,2021,21,17
1878-5190,2022,20,13
1878-5190,2023,10,8
1878-5409,2022,6,2
1878-5409,2023,5,2
1878-5476,2020,8,0
1878-5476,2021,21,11
1878-5476,2022,64,44
1878-5476,2023,76,46
1878-6146,2019,3,1
1878-6146,2020,10,6
1878-6146,2021,22,10
1878-6146,2022,10,4
1878-6146,2023,20,13
1878-6529,2023,1,1
1878-6553,2020,3,1
1878-6553,2021,4,3
1878-6553,2022,2,2
1878-6553,2023,5,5
1878-7452,2020,5,1
1878-7452,2021,19,5
1878-7452,2022,17,4
