issn_l,earliest_year,pubtype,ta_articles,ta_oa_articles,ta_first_author_articles,ta_oa_first_author_articles,ta_corresponding_author_articles,ta_oa_corresponding_author_articles,ta_first_corresponding_author_articles,ta_oa_first_corresponding_author_articles
0042-4900,2020,all,157,15,155,11,154,11,125,7
0042-4900,2020,core,87,14,86,10,86,10,62,6
0042-4935,2020,all,2,2,2,2,2,2,2,2
0042-4935,2020,core,2,2,2,2,2,2,2,2
0042-6032,2020,all,2,0,2,0,2,0,2,0
0042-6822,2020,all,5,8,5,5,4,4,1,1
0042-6822,2020,core,5,8,5,5,4,4,1,1
0042-6989,2020,all,10,7,10,6,12,7,10,6
0042-6989,2020,core,10,7,10,6,12,7,10,6
0042-9007,2020,all,21,16,20,10,20,13,10,7
0042-9007,2020,core,20,16,19,10,19,13,9,7
0043-1354,2020,all,82,88,79,58,78,62,40,32
0043-1354,2020,core,80,88,77,58,76,62,38,32
0043-1397,2020,all,108,71,104,59,110,61,86,49
0043-1397,2020,core,107,71,103,59,109,61,85,49
0043-1648,2020,all,35,16,34,13,35,13,26,10
0043-1648,2020,core,33,16,32,13,33,13,24,10
0043-1656,2020,all,37,15,37,13,37,13,34,11
0043-1656,2020,core,22,10,22,9,22,9,20,8
0043-1737,2020,all,9,4,9,4,9,4,8,4
0043-1737,2020,core,9,4,9,4,9,4,8,4
0043-1745,2020,all,3,1,3,1,3,1,3,1
0043-1745,2020,core,3,1,3,1,3,1,3,1
0043-2288,2020,all,86,86,85,72,86,72,67,58
0043-2288,2020,core,85,85,84,71,85,71,66,57
0043-2539,2020,all,2,2,2,2,2,2,2,2
0043-2539,2020,core,2,2,2,2,2,2,2,2
0043-5325,2020,all,392,122,392,73,108,74,51,25
0043-5325,2020,core,83,119,83,71,82,72,32,24
0043-7719,2020,all,18,18,17,12,20,12,11,6
0043-7719,2020,core,18,18,17,12,20,12,11,6
0043-8243,2020,all,4,2,4,2,4,2,3,2
0043-8243,2020,core,4,2,4,2,4,2,3,2
0044-118X,2020,all,8,8,8,8,8,8,8,8
0044-118X,2020,core,8,8,8,8,8,8,8,8
0044-2267,2020,all,20,17,20,13,21,14,14,10
0044-2267,2020,core,20,17,20,13,21,14,14,10
0044-2275,2020,all,27,18,26,13,27,14,21,9
0044-2275,2020,core,27,18,26,13,27,14,21,9
0044-2305,2020,all,1,1,1,1,1,1,1,1
0044-2313,2020,all,169,284,165,150,172,154,23,20
0044-2313,2020,core,169,284,165,150,172,154,23,20
0044-2992,2020,all,1,1,1,1,1,1,1,1
0044-2992,2020,core,1,1,1,1,1,1,1,1
0044-3751,2020,all,1,0,1,0,1,0,1,0
0044-3751,2020,core,1,0,1,0,1,0,1,0
0044-5231,2020,all,6,1,6,1,7,1,5,1
0044-5231,2020,core,6,1,6,1,7,1,5,1
0044-7447,2020,all,86,80,86,73,84,72,77,65
0044-7447,2020,core,81,77,81,70,79,69,72,62
0044-8435,2020,all,24,22,24,18,23,18,18,14
0044-8435,2020,core,24,22,24,18,23,18,18,14
0044-8486,2020,all,21,20,21,13,19,12,11,5
0044-8486,2020,core,21,20,21,13,19,12,11,5
0045-0766,2020,all,1,0,0,0,1,0,0,0
0045-0766,2020,core,1,0,0,0,1,0,0,0
0045-2068,2020,all,41,22,40,14,42,14,20,6
0045-2068,2020,core,40,22,39,14,41,14,19,6
0045-3102,2020,all,8,5,8,5,8,5,8,5
0045-3102,2020,core,8,5,8,5,8,5,8,5
0045-5091,2020,all,6,2,6,2,6,2,6,2
0045-5091,2020,core,6,2,6,2,6,2,6,2
0045-6535,2020,all,114,73,109,51,109,54,62,32
0045-6535,2020,core,113,73,108,51,108,54,61,32
0045-6713,2020,all,14,11,14,11,13,11,13,11
0045-6713,2020,core,14,11,14,11,13,11,13,11
0045-7825,2020,all,32,20,30,14,31,14,18,8
0045-7825,2020,core,32,20,30,14,31,14,18,8
0045-7906,2020,all,5,0,5,0,4,0,3,0
0045-7906,2020,core,5,0,5,0,4,0,3,0
0045-7930,2020,all,14,10,14,9,14,9,12,8
0045-7930,2020,core,14,10,14,9,14,9,12,8
0045-7949,2020,all,7,3,7,3,6,3,5,3
0045-7949,2020,core,7,3,7,3,6,3,5,3
0046-225X,2020,all,4,5,4,4,4,4,3,3
0046-225X,2020,core,4,5,4,4,4,4,3,3
0046-2772,2020,all,24,13,24,12,24,12,21,11
0046-2772,2020,core,24,13,24,12,24,12,21,11
0046-3892,2020,all,10,4,9,3,7,4,6,3
0046-3892,2020,core,10,4,9,3,7,4,6,3
0046-5070,2020,all,34,25,34,17,35,19,25,11
0046-5070,2020,core,34,25,34,17,35,19,25,11
0046-5755,2020,all,31,20,31,16,28,15,20,11
0046-5755,2020,core,31,20,31,16,28,15,20,11
0046-760X,2020,all,9,6,9,5,9,5,8,4
0046-760X,2020,core,6,6,6,5,6,5,5,4
0046-8177,2020,all,6,8,6,4,8,6,2,2
0046-8177,2020,core,6,8,6,4,8,6,2,2
0046-8991,2020,all,3,1,3,1,3,1,1,1
0046-8991,2020,core,3,1,3,1,3,1,1,1
0046-9750,2020,all,15,8,15,5,15,5,4,2
0046-9750,2020,core,15,8,15,5,15,5,4,2
0047-1178,2020,all,18,16,18,16,18,16,18,16
0047-1178,2020,core,17,15,17,15,17,15,17,15
0047-2212,2020,all,2,0,2,0,2,0,2,0
0047-2336,2020,all,4,0,4,0,3,0,3,0
0047-2336,2020,core,2,0,2,0,1,0,1,0
0047-2352,2020,all,1,1,1,1,1,1,1,1
0047-2352,2020,core,1,1,1,1,1,1,1,1
0047-2425,2020,all,7,5,6,3,7,4,5,2
0047-2425,2020,core,7,5,6,3,7,4,5,2
0047-2441,2020,all,16,4,16,4,15,4,15,4
0047-2441,2020,core,14,4,14,4,13,4,13,4
0047-2484,2020,all,2,1,1,0,2,1,1,0
0047-2484,2020,core,2,1,1,0,2,1,1,0
0047-2506,2020,all,14,7,14,6,10,6,9,5
0047-2506,2020,core,12,7,12,6,10,6,9,5
0047-2565,2020,all,4,1,4,1,3,1,3,1
0047-2565,2020,core,3,1,3,1,3,1,3,1
0047-259X,2020,all,5,2,5,1,3,1,1,0
0047-259X,2020,core,5,2,5,1,3,1,1,0
0047-2727,2020,all,14,0,14,0,12,0,7,0
0047-2727,2020,core,14,0,14,0,12,0,7,0
0047-2778,2020,all,3,2,3,1,3,1,2,0
0047-2778,2020,core,3,2,3,1,3,1,2,0
0047-2786,2020,all,5,2,5,2,5,2,5,2
0047-2786,2020,core,5,2,5,2,5,2,5,2
0047-2794,2020,all,11,3,11,3,11,3,11,3
0047-2794,2020,core,5,3,5,3,5,3,5,3
0047-2875,2020,all,34,23,33,15,27,15,16,7
0047-2875,2020,core,32,21,31,14,25,14,15,7
0047-2891,2020,all,48,31,47,30,48,30,45,29
0047-2891,2020,core,43,31,42,30,43,30,40,29
0047-4045,2020,all,9,1,9,1,9,1,9,1
0047-4045,2020,core,4,1,4,1,4,1,4,1
0047-6374,2020,all,12,15,11,8,14,11,4,4
0047-6374,2020,core,12,15,11,8,14,11,4,4
0048-1009,2020,all,1,1,1,1,1,1,1,1
0048-1009,2020,core,1,1,1,1,1,1,1,1
0048-3486,2020,all,2,1,2,1,2,1,2,1
0048-3486,2020,core,2,1,2,1,2,1,2,1
0048-3575,2020,all,2,0,2,0,2,0,1,0
0048-3575,2020,core,2,0,2,0,2,0,1,0
0048-3893,2020,all,48,32,48,32,48,32,48,32
0048-3893,2020,core,47,32,47,32,47,32,47,32
0048-3915,2020,all,2,1,2,1,2,1,2,1
0048-3915,2020,core,2,1,2,1,2,1,2,1
0048-3931,2020,all,9,7,9,7,9,7,9,7
0048-3931,2020,core,9,7,9,7,9,7,9,7
0048-5772,2020,all,106,52,105,42,62,42,49,32
0048-5772,2020,core,62,52,61,42,61,42,48,32
0048-5829,2020,all,41,22,41,18,39,19,30,15
0048-5829,2020,core,37,21,37,17,35,18,26,14
0048-6604,2020,all,9,4,9,4,10,4,9,4
0048-6604,2020,core,9,4,9,4,10,4,9,4
0048-671X,2020,all,5,0,5,0,5,0,5,0
0048-671X,2020,core,3,0,3,0,3,0,3,0
0048-721X,2020,all,12,0,12,0,12,0,12,0
0048-721X,2020,core,4,0,4,0,4,0,4,0
0048-7333,2020,all,24,7,24,6,21,6,17,5
0048-7333,2020,core,23,7,23,6,20,6,16,5
0048-9697,2020,all,368,237,362,182,353,185,241,130
0048-9697,2020,core,358,237,352,182,343,185,231,130
0049-0172,2020,all,20,12,20,11,20,11,16,10
0049-0172,2020,core,18,11,18,10,18,10,14,9
0049-089X,2020,all,5,2,5,2,5,2,5,2
0049-089X,2020,core,5,2,5,2,5,2,5,2
0049-1241,2020,all,10,3,10,3,9,3,8,3
0049-1241,2020,core,10,3,10,3,9,3,8,3
0049-3848,2020,all,56,25,56,19,55,19,35,13
0049-3848,2020,core,41,25,41,19,40,19,27,13
0049-4488,2020,all,56,37,54,30,56,31,41,24
0049-4488,2020,core,56,37,54,30,56,31,41,24
0049-4747,2020,all,6,5,3,2,6,4,2,1
0049-4747,2020,core,6,5,3,2,6,4,2,1
0049-4755,2020,all,3,1,3,1,3,1,3,1
0049-4755,2020,core,3,1,3,1,3,1,3,1
0049-6979,2020,all,41,41,39,30,40,31,23,20
0049-6979,2020,core,40,41,38,30,39,31,23,20
0049-7878,2020,all,2,1,2,1,2,1,2,1
0049-7878,2020,core,2,1,2,1,2,1,2,1
0049-8246,2020,all,20,7,18,6,19,6,16,5
0049-8246,2020,core,19,7,17,6,18,6,15,5
0049-8254,2020,all,3,1,3,1,3,1,3,1
0049-8254,2020,core,3,1,3,1,3,1,3,1
0049-8653,2020,all,24,21,24,21,24,21,24,21
0049-8653,2020,core,21,18,21,18,21,18,21,18
0049-8661,2020,all,7,3,7,3,7,3,7,3
0049-8661,2020,core,2,2,2,2,2,2,2,2
0065-1281,2020,all,6,2,6,1,6,1,3,0
0065-1281,2020,core,6,2,6,1,6,1,3,0
0066-4677,2020,all,3,0,3,0,3,0,3,0
0066-4677,2020,core,1,0,1,0,1,0,1,0
0066-4812,2020,all,41,29,41,29,40,28,40,28
0066-4812,2020,core,41,29,41,29,40,28,40,28
0066-6459,2020,all,2,0,2,0,2,0,2,0
0066-6459,2020,core,1,0,1,0,1,0,1,0
0067-2378,2020,all,7,2,7,2,7,2,7,2
0067-2378,2020,core,3,2,3,2,3,2,3,2
0067-270X,2020,all,4,2,4,2,4,2,4,2
0067-270X,2020,core,3,2,3,2,3,2,3,2
0068-1288,2020,all,1,0,1,0,1,0,1,0
0071-1365,2020,all,15,22,15,12,16,13,6,3
0071-3260,2020,all,10,9,9,7,10,7,6,5
0071-3260,2020,core,10,9,9,7,10,7,6,5
0072-1050,2020,all,15,6,14,6,16,6,14,6
0072-1050,2020,core,15,6,14,6,16,6,14,6
0073-2753,2020,all,13,10,12,8,13,9,11,7
0073-2753,2020,core,10,6,9,5,10,6,9,5
0073-8301,2020,all,1,0,1,0,1,0,1,0
0073-8301,2020,core,1,0,1,0,1,0,1,0
0075-1634,2020,all,3,1,3,1,3,1,3,1
0075-1634,2020,core,2,1,2,1,2,1,2,1
0075-4102,2020,all,5,0,5,0,5,0,5,0
0075-4102,2020,core,5,0,5,0,5,0,5,0
0075-4242,2020,all,6,4,6,3,6,3,5,2
0075-4242,2020,core,4,3,4,2,4,2,3,1
0075-4269,2020,all,16,0,16,0,16,0,16,0
0075-4269,2020,core,3,0,3,0,3,0,3,0
0075-4358,2020,all,18,1,18,1,18,1,18,1
0075-5974,2020,all,9,8,8,6,9,7,7,5
0075-5974,2020,core,8,7,7,5,8,6,6,4
0075-8914,2020,all,3,2,3,2,3,2,3,2
0075-8914,2020,core,2,2,2,2,2,2,2,2
0075-9511,2020,all,2,2,2,1,2,1,1,0
0075-9511,2020,core,2,2,2,1,2,1,1,0
0076-6097,2020,all,4,0,4,0,4,0,4,0
0076-6097,2020,core,3,0,3,0,3,0,3,0
0077-8923,2020,all,30,24,29,19,28,18,20,13
0077-8923,2020,core,30,24,29,19,28,18,20,13
0078-7191,2020,all,1,0,1,0,1,0,1,0
0078-7191,2020,core,1,0,1,0,1,0,1,0
0079-1636,2020,all,5,0,5,0,5,0,5,0
0079-1636,2020,core,4,0,4,0,4,0,4,0
0079-4236,2020,all,1,1,1,1,1,1,1,1
0079-4236,2020,core,1,1,1,1,1,1,1,1
0079-6107,2020,all,7,5,6,3,7,3,3,1
0079-6107,2020,core,7,5,6,3,7,3,3,1
0079-6425,2020,all,3,1,1,1,3,1,1,1
0079-6425,2020,core,3,1,1,1,3,1,1,1
0079-6565,2020,all,5,5,4,3,5,4,3,2
0079-6565,2020,core,5,5,4,3,5,4,3,2
0079-6611,2020,all,7,3,7,2,7,2,4,1
0079-6611,2020,core,6,3,6,2,6,2,4,1
0079-6700,2020,all,3,0,3,0,3,0,0,0
0079-6700,2020,core,3,0,3,0,3,0,0,0
0080-6757,2020,all,12,12,11,10,12,11,10,9
0080-6757,2020,core,12,12,11,10,12,11,10,9
0081-1750,2020,all,2,1,2,1,2,1,1,1
0081-1750,2020,core,2,1,2,1,2,1,1,1
0081-2463,2020,all,1,1,1,1,1,1,1,1
0081-2463,2020,core,1,1,1,1,1,1,1,1
0081-5438,2020,all,4,0,4,0,4,0,4,0
0081-5438,2020,core,4,0,4,0,4,0,4,0
0084-6724,2020,all,6,2,6,2,6,2,6,2
0084-6724,2020,core,5,2,5,2,5,2,5,2
0085-2538,2020,all,25,8,24,6,26,7,17,5
0085-2538,2020,core,14,8,13,6,15,7,9,5
0085-4530,2020,all,109,24,108,20,111,20,86,16
0085-4530,2020,core,86,24,86,20,84,20,65,16
0085-6401,2020,all,4,1,3,1,4,1,3,1
0085-6401,2020,core,4,1,3,1,4,1,3,1
0090-2616,2020,all,2,0,2,0,2,0,2,0
0090-2616,2020,core,2,0,2,0,2,0,2,0
0090-2977,2020,all,2,0,2,0,2,0,2,0
0090-2977,2020,core,2,0,2,0,2,0,2,0
0090-3752,2020,all,1,0,1,0,1,0,1,0
0090-3752,2020,core,1,0,1,0,1,0,1,0
0090-4295,2020,all,5,2,5,2,5,2,5,2
0090-4295,2020,core,3,2,3,2,3,2,3,2
0090-4341,2020,all,8,10,8,7,8,7,5,4
0090-4341,2020,core,8,10,8,7,8,7,5,4
0090-4392,2020,all,12,2,12,2,12,2,10,2
0090-4392,2020,core,12,2,12,2,12,2,10,2
0090-4848,2020,all,11,6,10,6,10,5,9,5
0090-4848,2020,core,11,6,10,6,10,5,9,5
0090-502X,2020,all,49,32,47,27,49,28,41,23
0090-502X,2020,core,47,32,45,27,47,28,39,23
0090-5917,2020,all,9,7,9,7,9,7,9,7
0090-5917,2020,core,7,6,7,6,7,6,7,6
0090-5992,2020,all,5,1,5,1,5,1,5,1
0090-5992,2020,core,3,1,3,1,3,1,3,1
0090-6778,2020,all,2,0,2,0,2,0,2,0
0090-6778,2020,core,2,0,2,0,2,0,2,0
0090-6905,2020,all,11,8,11,7,11,7,10,6
0090-6905,2020,core,11,8,11,7,11,7,10,6
0090-6964,2020,all,52,58,49,34,50,36,14,12
0090-6964,2020,core,48,53,46,32,46,33,14,12
0090-8258,2020,all,24,16,23,12,19,13,13,9
0090-8258,2020,core,20,16,19,12,19,13,13,9
0090-8320,2020,all,1,1,1,1,1,1,1,1
0090-8320,2020,core,1,1,1,1,1,1,1,1
0090-9882,2020,all,2,1,2,1,2,1,2,1
0090-9882,2020,core,2,1,2,1,2,1,2,1
0091-0562,2020,all,3,0,3,0,3,0,3,0
0091-0562,2020,core,3,0,3,0,3,0,3,0
0091-0627,2020,all,9,11,9,9,9,9,7,7
0091-0627,2020,core,9,11,9,9,9,9,7,7
0091-150X,2020,all,5,0,4,0,6,0,4,0
0091-150X,2020,core,5,0,4,0,6,0,4,0
0091-1674,2020,all,1,1,1,1,1,1,1,1
0091-1674,2020,core,1,1,1,1,1,1,1,1
0091-2131,2020,all,1,0,1,0,1,0,1,0
0091-2174,2020,all,2,0,2,0,2,0,2,0
0091-2174,2020,core,2,0,2,0,2,0,2,0
0091-2700,2020,all,13,14,13,8,11,8,4,2
0091-2700,2020,core,12,14,12,8,10,8,3,2
0091-2751,2020,all,13,8,13,5,13,5,9,2
0091-2751,2020,core,13,8,13,5,13,5,9,2
0091-3022,2020,all,4,1,4,1,4,1,2,1
0091-3022,2020,core,4,1,4,1,4,1,2,1
0091-3057,2020,all,6,6,6,3,9,6,6,3
0091-3057,2020,core,6,6,6,3,9,6,6,3
0091-3367,2020,all,2,1,2,1,2,1,2,1
0091-3367,2020,core,2,1,2,1,2,1,2,1
0091-4037,2020,all,1,0,1,0,1,0,0,0
0091-4037,2020,core,1,0,1,0,1,0,0,0
0091-4150,2020,all,3,1,3,1,3,1,2,1
0091-4150,2020,core,3,1,3,1,3,1,2,1
0091-6749,2020,all,41,12,37,6,39,8,17,2
0091-6749,2020,core,27,12,24,6,27,8,10,2
0091-732X,2020,all,2,1,2,1,2,1,2,1
0091-732X,2020,core,1,0,1,0,1,0,1,0
0091-7435,2020,all,15,11,15,9,14,9,10,7
0091-7435,2020,core,13,11,13,9,12,9,9,7
0091-8369,2020,all,2,0,2,0,2,0,2,0
0091-8369,2020,core,2,0,2,0,2,0,2,0
0092-0606,2020,all,2,1,2,1,2,1,1,1
0092-0606,2020,core,2,1,2,1,2,1,1,1
0092-0703,2020,all,24,24,24,17,24,17,14,10
0092-0703,2020,core,23,24,23,17,23,17,13,10
0092-5853,2020,all,13,5,13,5,12,5,12,5
0092-5853,2020,core,13,5,13,5,12,5,12,5
0092-623X,2020,all,1,0,1,0,1,0,0,0
0092-623X,2020,core,1,0,1,0,1,0,0,0
0092-640X,2020,all,6,1,6,1,6,1,6,1
0092-640X,2020,core,6,1,6,1,6,1,6,1
0092-6566,2020,all,4,3,4,3,4,3,4,3
0092-6566,2020,core,4,3,4,3,4,3,4,3
0092-7872,2020,all,17,11,16,8,16,8,10,5
0092-7872,2020,core,17,11,16,8,16,8,10,5
0092-8240,2020,all,38,33,37,25,33,25,21,17
0092-8240,2020,core,38,33,37,25,33,25,21,17
0093-3104,2020,all,2,0,2,0,2,0,2,0
0093-3813,2020,all,6,0,6,0,6,0,6,0
0093-3813,2020,core,6,0,6,0,6,0,6,0
0093-4690,2020,all,2,1,2,1,2,1,2,1
0093-4690,2020,core,2,1,2,1,2,1,2,1
0093-6413,2020,all,4,1,4,1,3,1,2,1
0093-6413,2020,core,4,1,4,1,3,1,2,1
0093-6502,2020,all,12,5,12,5,12,5,11,5
0093-6502,2020,core,12,5,12,5,12,5,11,5
0093-691X,2020,all,48,20,46,14,45,14,24,8
0093-691X,2020,core,47,20,45,14,44,14,23,8
0093-7355,2020,all,2,0,2,0,2,0,1,0
0093-7711,2020,all,12,7,11,6,12,5,9,4
0093-7711,2020,core,10,6,9,5,11,5,8,4
0093-7754,2020,all,3,1,3,1,2,1,1,1
0093-7754,2020,core,3,1,3,1,2,1,1,1
0093-8548,2020,all,5,3,5,3,4,3,4,3
0093-8548,2020,core,5,3,5,3,4,3,4,3
0093-934X,2020,all,7,4,7,4,7,4,7,4
0093-934X,2020,core,7,4,7,4,7,4,7,4
0093-9994,2020,all,1,0,1,0,1,0,1,0
0093-9994,2020,core,1,0,1,0,1,0,1,0
0094-0496,2020,all,4,2,4,2,4,2,4,2
0094-0496,2020,core,3,2,3,2,3,2,3,2
0094-114X,2020,all,11,8,11,6,9,6,7,4
0094-114X,2020,core,11,8,11,6,9,6,7,4
0094-1190,2020,all,4,3,3,2,4,2,1,1
0094-1190,2020,core,4,3,3,2,4,2,1,1
0094-2405,2020,all,118,52,118,42,65,42,51,32
0094-2405,2020,core,64,52,64,42,65,42,51,32
0094-3061,2020,all,11,0,11,0,11,0,11,0
0094-3061,2020,core,1,0,1,0,1,0,1,0
0094-5145,2020,all,17,7,16,3,17,4,11,0
0094-5145,2020,core,16,7,15,3,16,4,10,0
0094-5765,2020,all,9,3,9,3,8,3,7,3
0094-5765,2020,core,9,3,9,3,8,3,7,3
0094-582X,2020,all,5,2,5,2,5,2,5,2
0094-582X,2020,core,2,2,2,2,2,2,2,2
0094-6176,2020,all,8,0,7,0,6,0,4,0
0094-6176,2020,core,5,0,4,0,4,0,3,0
0094-8373,2020,all,5,5,5,4,5,4,4,3
0094-8373,2020,core,4,5,4,4,4,4,3,3
0094-8705,2020,all,2,1,2,1,2,1,2,1
0094-8705,2020,core,2,1,2,1,2,1,2,1
0094-9655,2020,all,8,2,8,2,7,2,2,2
0094-9655,2020,core,8,2,8,2,7,2,2,2
0095-0696,2020,all,6,3,5,2,5,2,3,1
0095-0696,2020,core,6,3,5,2,5,2,3,1
0095-2443,2020,all,1,1,1,1,1,1,1,1
0095-2443,2020,core,1,1,1,1,1,1,1,1
0095-2583,2020,all,22,11,22,11,21,11,21,11
0095-2583,2020,core,21,11,21,11,20,11,20,11
0095-2990,2020,all,2,0,2,0,2,0,1,0
0095-2990,2020,core,2,0,2,0,2,0,1,0
0095-327X,2020,all,8,7,8,6,8,6,7,5
0095-327X,2020,core,7,6,7,5,7,5,6,4
0095-3628,2020,all,33,28,31,18,33,22,18,12
0095-3628,2020,core,32,28,30,18,32,22,17,12
0095-3997,2020,all,10,6,9,6,10,6,8,6
0095-3997,2020,core,10,6,9,6,10,6,8,6
0095-4527,2020,all,2,0,0,0,2,0,0,0
0095-4527,2020,core,2,0,0,0,2,0,0,0
0095-4616,2020,all,55,41,53,27,54,29,29,15
0095-4616,2020,core,52,40,50,26,51,28,27,14
0095-8956,2020,all,9,0,9,0,9,0,9,0
0095-8956,2020,core,9,0,9,0,9,0,9,0
0095-8964,2020,all,2,2,2,2,2,2,2,2
0095-8964,2020,core,2,2,2,2,2,2,2,2
0095-8972,2020,all,2,0,2,0,2,0,1,0
0095-8972,2020,core,2,0,2,0,2,0,1,0
0095-9782,2020,all,8,9,8,6,9,6,4,3
0095-9782,2020,core,8,9,8,6,9,6,4,3
0096-140X,2020,all,11,10,11,8,11,8,9,6
0096-140X,2020,core,11,10,11,8,11,8,9,6
0096-1442,2020,all,13,8,13,8,13,8,13,8
0096-1442,2020,core,13,8,13,8,13,8,13,8
0096-3003,2020,all,15,10,14,6,15,6,6,2
0096-3003,2020,core,15,10,14,6,15,6,6,2
0096-3402,2020,all,1,0,1,0,1,0,1,0
0096-3402,2020,core,1,0,1,0,1,0,1,0
0097-3165,2020,all,9,1,8,1,8,1,6,1
0097-3165,2020,core,9,1,8,1,8,1,6,1
0097-7004,2020,all,5,5,5,4,5,4,4,3
0097-7004,2020,core,5,5,5,4,5,4,4,3
0097-8078,2020,all,3,0,3,0,3,0,3,0
0097-8078,2020,core,3,0,3,0,3,0,3,0
0097-8493,2020,all,10,2,10,2,9,2,7,2
0097-8493,2020,core,7,2,7,2,7,2,6,2
0098-0331,2020,all,27,32,25,18,28,20,11,6
0098-0331,2020,core,26,32,25,18,27,20,11,6
0098-1354,2020,all,26,14,22,10,24,10,12,6
0098-1354,2020,core,26,14,22,10,24,10,12,6
0098-1389,2020,all,3,1,3,1,3,1,3,1
0098-1389,2020,core,3,1,3,1,3,1,3,1
0098-2997,2020,all,5,8,5,5,5,5,2,2
0098-2997,2020,core,4,6,4,4,4,4,2,2
0098-3004,2020,all,7,3,7,3,7,3,7,3
0098-3004,2020,core,7,3,7,3,7,3,7,3
0098-3063,2020,all,1,0,1,0,1,0,0,0
0098-3063,2020,core,1,0,1,0,1,0,0,0
0098-3500,2020,all,3,0,3,0,2,0,2,0
0098-3500,2020,core,3,0,3,0,2,0,2,0
0098-4108,2020,all,2,1,2,1,2,1,2,1
0098-4108,2020,core,1,1,1,1,1,1,1,1
0098-6283,2020,all,1,1,1,1,1,1,1,1
0098-6283,2020,core,1,1,1,1,1,1,1,1
0098-7921,2020,all,7,4,7,4,7,4,7,4
0098-7921,2020,core,6,4,6,4,6,4,6,4
0098-8472,2020,all,13,9,13,6,15,7,10,4
0098-8472,2020,core,13,9,13,6,15,7,10,4
0098-8847,2020,all,32,16,32,12,29,12,19,8
0098-8847,2020,core,32,16,32,12,29,12,19,8
0098-9886,2020,all,11,4,11,3,10,3,5,2
0098-9886,2020,core,11,4,11,3,10,3,5,2
0099-1333,2020,all,2,4,2,2,2,2,0,0
0099-1333,2020,core,2,4,2,2,2,2,0,0
0099-1767,2020,all,1,1,1,1,1,1,1,1
0099-1767,2020,core,1,1,1,1,1,1,1,1
0099-2399,2020,all,2,2,2,1,2,1,1,0
0099-2399,2020,core,2,2,2,1,2,1,1,0
0100-8404,2020,all,2,0,2,0,2,0,2,0
0100-8404,2020,core,2,0,2,0,2,0,2,0
0102-695X,2020,all,3,1,3,1,2,1,2,1
0102-695X,2020,core,3,1,3,1,2,1,2,1
0103-9733,2020,all,2,1,2,1,2,1,1,1
0103-9733,2020,core,2,1,2,1,2,1,1,1
0105-1873,2020,all,96,32,92,25,94,28,67,21
0105-1873,2020,core,42,24,39,18,41,21,29,15
0105-2896,2020,all,15,16,13,9,19,14,8,7
0105-2896,2020,core,15,16,13,9,19,14,8,7
0105-4538,2020,all,353,125,350,73,157,78,70,26
0105-4538,2020,core,63,60,61,35,63,37,23,12
0105-7510,2020,all,4,2,4,2,4,2,4,2
0105-7510,2020,core,3,2,3,2,3,2,3,2
0107-055X,2020,all,7,1,7,1,6,1,3,1
0107-055X,2020,core,7,1,7,1,6,1,3,1
0109-5641,2020,all,8,1,8,1,9,1,7,1
0109-5641,2020,core,8,1,8,1,9,1,7,1
0112-1642,2020,all,64,56,63,39,64,40,42,23
0112-1642,2020,core,50,54,49,37,50,38,31,21
0114-5916,2020,all,23,23,23,17,23,17,15,11
0114-5916,2020,core,20,22,20,16,20,16,13,10
0119-5646,2020,all,1,0,1,0,0,0,0,0
0119-5646,2020,core,1,0,1,0,0,0,0,0
0126-6705,2020,all,17,9,16,7,12,7,7,5
0126-6705,2020,core,17,9,16,7,12,7,7,5
0129-2986,2020,all,1,0,1,0,1,0,1,0
0129-2986,2020,core,1,0,1,0,1,0,1,0
0129-7619,2020,all,8,1,8,1,8,1,7,1
0129-7619,2020,core,5,1,5,1,5,1,4,1
0133-3720,2020,all,10,11,10,9,10,9,8,7
0133-3720,2020,core,10,11,10,9,10,9,8,7
0133-3852,2020,all,2,0,2,0,2,0,0,0
0133-3852,2020,core,2,0,2,0,2,0,0,0
0137-5881,2020,all,8,10,8,8,8,8,6,6
0137-5881,2020,core,8,10,8,8,8,8,6,6
0138-9130,2020,all,113,81,108,67,111,71,89,57
0138-9130,2020,core,96,77,91,64,94,68,75,55
0139-9918,2020,all,3,1,3,1,3,1,3,1
0139-9918,2020,core,3,1,3,1,3,1,3,1
0140-0118,2020,all,28,17,28,14,27,14,19,11
0140-0118,2020,core,28,17,28,14,27,14,19,11
0140-1963,2020,all,3,3,3,3,3,3,3,3
0140-1963,2020,core,3,3,3,3,3,3,3,3
0140-1971,2020,all,14,1,12,1,14,1,12,1
0140-1971,2020,core,14,1,12,1,14,1,12,1
0140-2382,2020,all,8,5,7,4,7,5,4,4
0140-2382,2020,core,8,5,7,4,7,5,4,4
0140-2390,2020,all,5,3,5,3,5,3,5,3
0140-2390,2020,core,5,3,5,3,5,3,5,3
0140-3664,2020,all,10,5,10,5,10,5,9,5
0140-3664,2020,core,10,5,10,5,10,5,9,5
0140-6736,2020,all,4,0,4,0,4,0,3,0
0140-6736,2020,core,3,0,3,0,3,0,3,0
0140-7007,2020,all,2,1,2,1,2,1,2,1
0140-7007,2020,core,2,1,2,1,2,1,2,1
0140-7775,2020,all,35,29,35,20,35,20,22,11
0140-7775,2020,core,35,29,35,20,35,20,22,11
0140-7783,2020,all,10,8,10,6,10,5,5,3
0140-7783,2020,core,10,8,10,6,10,5,5,3
0140-7791,2020,all,65,63,63,39,70,44,30,20
